"word","freq"
"empire",2
"claimed",2
"emphasises",2
"chapter",2
"progress",2
"adam",2
"alysonle",2
"hancock",2
"noch",2
"sicht",2
"weltdepolitikauslandarti…",2
"realtime",2
"snikkeicomvvxfnj",2
"extérieures",2
"influencer",2
"résisté",2
"empty",2
"visible",2
"nuovo",2
"horas",2
"predatorleague",2
"starsonstage",2
"risque",2
"freely",2
"oppressive",2
"thailand",2
"als",2
"به",2
"bbccouknewsliveworldas…",2
"อิสระ",2
"อีก",2
"และ",2
"พรรค",2
"democracy”",2
"headquarters",2
"expressed",2
"ich",2
"mein",2
"minecarft",2
"zhaolusi",2
"convincing",2
"policymakers",2
"ของ",2
"constituency",2
"happylohri",2
"temporaire",2
"📸",2
"sebagai",2
"lord",2
"pissed",2
"defends",2
"miners",2
"staunchly",2
"europa",2
"sein",2
"bekannt",2
"dies",2
"fortschrittspartei",2
"lîle",2
"malgré",2
"partisans",2
"revendique",2
"extremely",2
"concède",2
"déclaré",2
"défaite",2
"roku",2
"tym",2
"ailleurs",2
"remporté",2
"hsinying",2
"prous",2
"chinese🇨🇳",2
"whatever",2
"prachachatnetworldnewsne…",2
"ข่าวต่างประเทศ",2
"ชิงเต๋อ",2
"ประชาชาติธุรกิจ",2
"option",2
"esta",2
"libres",2
"keeps",2
"vizepräsident",2
"presidentialelection",2
"ahora",2
"●",2
"頼清徳",2
"showed",2
"ppd",2
"tightly",2
"kommunistischen",2
"legislativo",2
"primera",2
"👍🏻",2
"yeni",2
"kleine",2
"menschen",2
"sich",2
"fakat",2
"kazanması",2
"bbbb",2
"loro",2
"nelle",2
"speriamo",2
"açık",2
"ilerleme",2
"seçimleri",2
"wion",2
"eletto",2
"aujourdhui",2
"democracyprevails",2
"votefortaiwan",2
"accepted",2
"intimidating",2
"aninewsinnewsworldasiat…",2
"san",2
"sun",2
"featuring",2
"kuomintangu",2
"mzahumenska",2
"okrsků",2
"因為選舉之後，政治工作者需要安撫因選舉而撕裂的社會，",2
"敗選演説可以真正看出一個政黨有沒有社會擔當和候選人的品性。",2
"敗選的人都會在最後祝福勝選人，並許諾未來履行在野監督的責任。這是對民主社會的尊重。",2
"hashtag",2
"restricted",2
"xiao",2
"bajo",2
"candidatos",2
"contar",2
"días",2
"parte",2
"simple",2
"uso",2
"vez",2
"bulletins",2
"उपराष्ट्रपति",2
"मौजूदा",2
"रूलिंग",2
"eilmeldung",2
"klar",2
"vorn",2
"उम्मीदवार",2
"दल",2
"सत्तारूढ़",2
"emerged",2
"sight",2
"小粉红",2
"sieg",2
"volk",2
"welt",2
"vicepresidente",2
"bow",2
"foto",2
"gobernante",2
"flag",2
"yüzde",2
"emerging",2
"opositor",2
"manual",2
"presidenziali",2
"extends",2
"periodicodailycomelezioni…",2
"liegt",2
"στα",2
"وين",2
"così",2
"👏👏👏",2
"least",2
"comicios",2
"台灣民眾發聲了！lai",2
"responses",2
"senkaku",2
"bloombergcomnewsliveblog…",2
"economia",2
"granbretagna",2
"medioriente",2
"bigbreakingwireinlivenews…",2
"decade",2
"youih",2
"tally",2
"weather",2
"banqiao",2
"侯友宜氏",2
"柯文哲氏",2
"頼清徳氏",2
"legislatorpresident",2
"worked",2
"considered",2
"indopacinfo",2
"🇹🇼📑",2
"sarà",2
"tsp",2
"roc",2
"👀",2
"führt",2
"wir",2
"casting",2
"📈",2
"neighborhood",2
"rally…",2
"mode",2
"fingers",2
"queuing",2
"evilccp",2
"🔥",2
"stimmen",2
"jnu",2
"kondapalli",2
"srikanth",2
"srikondapalli",2
"studies",2
"din",2
"ganito",2
"pinas",2
"rate",2
"commence",2
"creuser",2
"demie",2
"fermés",2
"fossé",2
"heure",2
"sortante",2
"soutenu",2
"années",2
"aurait",2
"crises",2
"dernières",2
"mondial",2
"nettement",2
"perte",2
"pib",2
"soit",2
"toutes",2
"highstakes",2
"competing",2
"️⃣️⃣",2
"lean",2
"aktuelnog",2
"blizini",2
"dalje",2
"dopisnik",2
"glasova",2
"izbori",2
"javlja",2
"njegovog",2
"okupljaju",2
"prebrojavanju",2
"predizbornog",2
"pristalice",2
"prozapadni",2
"sputnikvideo",2
"sputnjika",2
"tajvana",2
"tajvanu",2
"vodi",2
"čingte",2
"šefa",2
"štaba",2
"fouryear",2
"snikkeicomatihjg",2
"depending",2
"nexus",2
"sort",2
"défense",2
"ministère",2
"天氣",2
"chooses",2
"   賴清德",2
"  下架民進黨",2
" 台灣",2
" 臺灣中華民國",2
"nur",2
"barre",2
"luck",2
"women",2
"explainer",2
"wions",2
"mener",2
"valg",2
"effective",2
"bureau",2
"elementary",2
"’d",2
"tightest",2
"vystrcil",2
"vystrcilmilos",2
"thereafter",2
"lines",2
"spirits",2
"successor",2
"tst",2
"dnystedt",2
"glorious",2
"conducted",2
"increasing",2
"doublethinklab",2
"army",2
"deutschland",2
"präsident",2
"schaut",2
"wsj",2
"agreed",2
"disadattati",2
"patrikacomworldnewschina…",2
"जानिए",2
"transatlantic",2
"xinqisu",2
"sagt",2
"werden",2
"numerous",2
"increasingly",2
"veille",2
"xipingaoc",2
"biagioconte",2
"actual",2
"immense",2
"taiwannewsen",2
"recently",2
"threatens",2
"mondo",2
"reunificación",2
"選對的人",2
"kewenzhe",2
"民众党",2
"neither",2
"related",2
"covid",2
"northkorea",2
"adviser",2
"bowergroupasia",2
"bowergroupasiacomtaiwange…",2
"hammondchambers",2
"rupert",2
"ooo",2
"practitioners",2
"unless",2
"cdcshepherd",2
"imagine",2
"behavior",2
"destroys",2
"tessawong",2
"necessary",2
"hongkongfpcomch…",2
"wisely",2
"medio",2
"regarding",2
"eye",2
"yeh",2
"zdfdenachrichtenzdfmorge…",2
"dejo",2
"enero",2
"estrecho",2
"lamiradaaorientecom…",2
"seguridad",2
"soberanista",2
"né",2
"break",2
"ramifications",2
"deep",2
"diverted",2
"emphasis",2
"excessive",2
"decades",2
"總統",2
"disheartening",2
"draw",2
"refrain",2
"team",2
"delegation",2
"resolution",2
"nato",2
"invasión",2
"ihwacheng",2
"yasuyoshichiba",2
"misinformation",2
"threatening",2
"chinapoli",1
"ganjingworldcomslzeebzx…",1
"uspolitics",1
"breakaway",1
"jgriffiths",1
"kes",1
"theglobeandmailcomworldar…",1
"tsu",1
"apply",1
"economistcombyinvitation…",1
"succeed",1
"capitalism",1
"imperialism",1
"newworkersparty",1
"poverty",1
"programme",1
"socialistpartyorguk",1
"socialists",1
"tradeunions",1
"dejamos",1
"economistcomasia…",1
"lecturarecomendada",1
"theeconomist",1
"vía",1
"🤓🗞️",1
"advancedsemiconductors",1
"breaks",1
"chipmakers",1
"drops",1
"financeyahoocomnewsxibi…",1
"gdp",1
"leadinglagging",1
"production",1
"usgdp",1
"palkisu",1
"piles",1
"vantageonfirstpost",1
"youtubecomwatchvgqazudl…",1
"egmontinstitutebebetweent…",1
"bidenharris",1
"donaldtrump",1
"urduchronicle",1
"urduchroniclecomcolumnbal…",1
"باکس",1
"بم",1
"بیلٹ",1
"شیل",1
"معیشت",1
"linkedincompostsbogacozd…",1
"argues",1
"backed",1
"bitlyrwjanj",1
"sadiqaminiafg",1
"actors",1
"blogbtiprojectorg…",1
"countermeasures",1
"david",1
"gigainstitute",1
"kuehn",1
"lists",1
"subversion",1
"efforts”",1
"examine",1
"ifwkieldepublicationsnew…",1
"intensively",1
"involve",1
"kielchina",1
"strategically",1
"wanhsinliu",1
"branch",1
"charm",1
"cranks",1
"offered",1
"olive",1
"atend",1
"weigh",1
"filipino",1
"issuethe",1
"ntvde",1
"responds",1
"schikans",1
"greyzone",1
"jameshsiehtw",1
"provocative",1
"voanewscomataiwanchinese…",1
"asianikkeicomeconomytrad…",1
"export",1
"falls",1
"reliance",1
"analizado",1
"competición",1
"elpaiscomopinion…",1
"gustado",1
"jborrasarumi",1
"potencias",1
"siempre",1
"óptica",1
"censorship",1
"cfrorgblogtaiwansearlyw…",1
"resisting",1
"armssales",1
"geopoliticaltensions",1
"internationaldiplomacy",1
"sales",1
"taiwanconflict",1
"youtubeiwglmynvyisic…",1
"precision",1
"📊🇹🇼",1
"alexanderdecroo",1
"belgiumbe",1
"belgiummfa",1
"chine中国中國",1
"hadjalahbib",1
"prévus",1
"taiwan台湾台灣臺灣",1
"alexanderyui",1
"diplomaticrelations",1
"beijing…",1
"dlvrittxlm",1
"dong",1
"eighth",1
"pictet",1
"pictets",1
"tricky»",1
"«taiwan",1
"brainwashed",1
"pathetic",1
"soo",1
"lauchinainst",1
"delivered",1
"guarded",1
"kick",1
"recorded",1
"microtargeting",1
"🧵thread",1
"kindlebook",1
"consequence",1
"disenfranchising",1
"electionintegrity",1
"ensures",1
"finding",1
"inclusivity",1
"backwards",1
"driving",1
"ridiculous",1
"taiwanean",1
"youtubegfwasoslisigei…",1
"超驚人投票率！臺灣史上第一次選舉｜日治｜年｜大選｜王佐榮",1
"conducting",1
"highlighting",1
"intrigued",1
"suggests",1
"🕊️",1
"🗞️",1
"eastasiaforum",1
"newseventsillinoisstateedu…",1
"redbirdscholar",1
"assets",1
"bitcoinetfs",1
"cap",1
"limitless",1
"maniac",1
"marke",1
"moon",1
"nvdas",1
"recession",1
"ukrainewar",1
"affairs’",1
"refrains",1
"selfgoverned",1
"‘elections",1
"darum",1
"democracyatstake",1
"europe",1
"indeed",1
"konsequenzen",1
"merkurdepolitikchinataiw…",1
"ads",1
"justinctho",1
"kicking",1
"meta",1
"superelectionyear",1
"whotargetsme",1
"🔗favstatsgithubiowtmtw",1
"andrewlownie",1
"birlinnbooks",1
"cold",1
"coldwar",1
"mandarinspeakers",1
"publishing",1
"seize",1
"thedefensepostcom…",1
"thefederalistcom…",1
"war’",1
"‘peace",1
"chinesesatellite",1
"flew",1
"newscomworldtaiwanissu…",1
"rorygreen",1
"appeals",1
"bargain",1
"blood”",1
"bullets",1
"john",1
"militaryindustrialcomplex",1
"originalantiwarcomjohnv…",1
"walsh",1
"“american",1
"colby",1
"cost",1
"exus",1
"herenewsstorycaecfver…",1
"japans",1
"looming",1
"slow",1
"staggering",1
"trillion",1
"buckle",1
"calendar",1
"eyesonasia",1
"geopolitically",1
"gonna",1
"mirroring",1
"novembers",1
"simmering",1
"sizzling",1
"spicy",1
"usmidterms",1
"️",1
"🇹🇼🇺🇸",1
"mobile",1
"phones",1
"▪️",1
"died",1
"jailed",1
"ntdcomchinesewomandiedt…",1
"giant",1
"older",1
"🎈👴🏻",1
"antius",1
"ccpsponsored",1
"paint",1
"rumour",1
"rumours",1
"superpower",1
"unreliable",1
"clever",1
"debunk",1
"exposed",1
"intrusions",1
"lie",1
"rumors",1
"hindering",1
"passing",1
"responsibility",1
"safety",1
"simply",1
"unfortunate",1
"bitlytnrea",1
"sleeve",1
"spies",1
"spygames",1
"😱🕵️‍♂️🗳️",1
"herenewsstoryfver…",1
"impacting",1
"unexpected",1
"🛰️🇹🇼",1
"flying",1
"globalconcerns",1
"ndtvcomworldnewsdaysbef…",1
"flyover",1
"freaked",1
"included",1
"satellitemissile",1
"twixtter",1
"yep",1
"chinoise",1
"dalerte",1
"linstant",1
"mobiles",1
"quotidienne",1
"rues",1
"tombe",1
"téléphones",1
"évoque",1
"importantly",1
"indicate",1
"perhaps",1
"unfolding",1
"youtubegrwffydsyesiyhy…",1
"balloons’",1
"beijingcoercion",1
"beijingthreats",1
"chinaballoons",1
"electioninfluence",1
"englishpardafascomchinese…",1
"militarytensions",1
"onechinapolicy",1
"securityrelations",1
"ussupporttaiwan",1
"foreigninterference",1
"proposed",1
"reforms",1
"socioeconomic",1
"unmentioned",1
"xcomjenniferzengstatus…",1
"couldnt",1
"stopped",1
"areas",1
"claiming",1
"mindful",1
"openly",1
"unify",1
"entry",1
"surpass",1
"epicenter",1
"andrasbartoknke",1
"invited",1
"kuoinpr",1
"matejsimalcikceias",1
"meluzínovápssiprague",1
"mzinkanellaies",1
"shilinabolanpism",1
"yatescommsafpi",1
"✅regformsglecbriayfzdhdcepf",1
"🇹🇼🗳️join",1
"fiery",1
"glimpse",1
"kindness",1
"minhsuan",1
"mold",1
"politeness",1
"season",1
"bitlyvmwka",1
"cyberwarfare",1
"stayvigilant",1
"🔒🤖",1
"abroad",1
"bishopgarrison",1
"resorting",1
"exercises",1
"letting",1
"humorous",1
"shawkongs",1
"🎙️👏💬",1
"politicalchange",1
"presidentialrace",1
"taiwanchinarelations",1
"determinant",1
"serves",1
"tinyurlcomccpcr",1
"drawn",1
"huangksh",1
"nambiji",1
"network",1
"youtubemdtyrlkx",1
"aggressively",1
"hates",1
"interferes",1
"uptick",1
"xianipch",1
"democracydefender",1
"encouraging",1
"gofundtaiwan",1
"leverages",1
"religious",1
"defensive",1
"ethan",1
"malign",1
"utilized",1
"yichin",1
"ann",1
"bitlyvper",1
"exerting",1
"isn’t",1
"wangreuters",1
"costume",1
"🎉🦖",1
"🐸🗳️",1
"nominees",1
"chinacrisis",1
"economistcomchina…",1
"economists",1
"explore",1
"compensate…",1
"tickets",1
"womeninpolitics",1
"💪👩‍💼",1
"bolster",1
"zakkajacob",1
"bufflyaigjfo",1
"campaigntraditions",1
"politicalreligion",1
"religiousinfluence",1
"taiwaneseculture",1
"templecampaignstops",1
"voterengagement",1
"awareness",1
"publish",1
"raise",1
"solomonyue",1
"developing",1
"finally",1
"resort",1
"bangladeshpolitics",1
"confronts",1
"focuses",1
"denies",1
"iftttegfhid",1
"intentional",1
"xynik",1
"aligning",1
"mounts",1
"atlanticcouncilorgblogsne…",1
"counteracting",1
"economiccoercion",1
"ignite",1
"nationalist",1
"cited",1
"wordsfromtaiwanmediumcoms…",1
"😸🥹",1
"minoritygovernment",1
"delicate",1
"shun",1
"chinataiwanrelation",1
"comprehensive",1
"deter",1
"strengthened",1
"swarajyamagcomnewsbriefw…",1
"🔒taiwans",1
"🗳️presidential",1
"brought",1
"considerable",1
"criticism",1
"flurry",1
"opportunities",1
"unrest",1
"delhi",1
"figured",1
"presentation",1
"taiwan reported",1
"demesdavid",1
"planning",1
"bay",1
"varying",1
"cornerstone",1
"friendlier",1
"beijingclaimstaiwan",1
"bufflytebsb",1
"politicalsignals",1
"usforeignpolicy",1
"dialoguenotconfrontation",1
"easingtensions",1
"freetr",1
"monitoringpolls",1
"monitors",1
"oppositioncandidatehouyuih",1
"strainedrelations",1
"supportingtaiwan",1
"vicepresidentwilliamlaichingte",1
"channelnewsasiacomasiatai…",1
"satorinewscomarticles…",1
"selfrule",1
"clashed",1
"dailytribune",1
"tribunenetphchina…",1
"rallying",1
"🗳️discover",1
"diving",1
"tactically",1
"economistcomleaders…",1
"indicates",1
"plas",1
"scs",1
"tone",1
"insurance",1
"labor",1
"listening",1
"wages",1
"woes",1
"📢💼",1
"scmpcomnewschinapolitics…",1
"‘hyping’",1
"bufflylxgzx",1
"militarythreat",1
"politicalmanipulation",1
"‘hyping",1
"’",1
"armi",1
"contro",1
"l’impero",1
"nuove",1
"gōujié",1
"interest",1
"learning",1
"lìyì",1
"phrases",1
"vicious",1
"xúnhuán",1
"‘利益勾結循環’",1
"largescale",1
"quietfor",1
"discussed",1
"hasijanamrata",1
"bag",1
"dirty",1
"forthcoming",1
"presidential  elections",1
"tricks",1
"undermine",1
"anmnewsingeneraltaiwanre…",1
"chinaarmy",1
"chinesearmy",1
"latestupdate",1
"আসন্ন",1
"উড়ছে",1
"কী",1
"চীনের",1
"তবে",1
"দেশে",1
"নির্বাচন",1
"যুদ্ধ",1
"যুদ্ধবিমান",1
"englishkhabarhubcom…",1
"khabarhub",1
"prochinacase",1
"sharpen",1
"affected",1
"blames",1
"categories",1
"framework",1
"halts",1
"imports",1
"meddling🤷‍♂️",1
"tariff",1
"‘discriminatory’",1
"✊",1
"🙄",1
"אירוע",1
"בחמאס",1
"בטאיוואן",1
"בינתיים",1
"בעוד",1
"בעולם",1
"גיאופוליטי",1
"הdpp",1
"הבחירות",1
"הובלה",1
"המפלגה",1
"הקרובות",1
"השלטת",1
"ינואר",1
"לאי",1
"לקרות",1
"מג׳ורי",1
"משמר",1
"מתמודד",1
"נלחמת",1
"עם",1
"עשוי",1
"צ׳ינגטה",1
"שישראל",1
"counters",1
"halt",1
"patrols",1
"warplane",1
"similarities",1
"diaspora",1
"jimmy",1
"photonmediahk",1
"runway",1
"allegedly",1
"politicalturnover",1
"turnover",1
"allegiance",1
"bitlynqkny",1
"factors",1
"plunge",1
"reduced",1
"switching",1
"wenje’s",1
"assertiveness",1
"herenewsstorycfdver…",1
"stresses",1
"clumsy",1
"strengthens",1
"conversations",1
"scholars",1
"tibetchina",1
"tibettalk",1
"tour",1
"waves",1
"yarloongcomtibettalktour…",1
"chinatensions",1
"escalate",1
"infiltration",1
"provocations",1
"securityalert",1
"thwarts",1
"🇨🇳🗳️🇹🇼",1
"highlevel",1
"influenceoperations",1
"glance",1
"rolled",1
"series",1
"candidati",1
"chiave",1
"desiderata",1
"fpriorgarticlewha…",1
"lequilibrio",1
"lindipendenza",1
"navigano",1
"osservano",1
"panorama",1
"stabilità",1
"stati",1
"tra",1
"uniti",1
"🗳️📷",1
"outlined",1
"theepochtimescomopinionta…",1
"taiwan china chinataiwanconflict taiwanpolls taiwanelections",1
"thecanadianmediacomussays…",1
"alleges",1
"complaint",1
"differing",1
"improper",1
"ministries",1
"outcry",1
"fragmentation",1
"politicaldynamics",1
"sustain",1
"affordability",1
"nonetheless",1
"restart",1
"tlyzubs",1
"cynthia",1
"expertise",1
"globalleadership",1
"★newstvbscomtwenglish…★",1
"🌍📈",1
"bufflyrbvpxx",1
"collapse",1
"oppositionparties",1
"politicaltensions",1
"presidentialcandidates",1
"registers",1
"unitybidcollapse",1
"crumbled",1
"iftttkpccbel",1
"bitlyudumem",1
"loggerheads",1
"worsen",1
"firstpostcomworldtaiwane…",1
"fpworld",1
"fracture",1
"vicepresidential",1
"newsltncomtwnewspolitic…",1
"experiments",1
"politicalrally",1
"stressing",1
"aware",1
"comedy",1
"doomsday",1
"minute",1
"negotiation",1
"pending",1
"registered",1
"table",1
"tammy",1
"spectacle",1
"🍿🍿🍿",1
"aforehsieh",1
"bureaus",1
"cbc",1
"cwmgraphics",1
"emilyywu",1
"nuvoices",1
"silvashih",1
"weekly",1
"wenyeelee",1
"alignment",1
"democracyvschina",1
"confirmed",1
"mofagovtwnewscontentasp…",1
"demokratických",1
"jako",1
"manifestation",1
"mediumseznamczclanekevro…",1
"projev",1
"práv",1
"průvod",1
"taiwanpride",1
"tchajwanské",1
"➡️mediumcomevcpridep…",1
"🇨🇿🖌",1
"🇬🇧🖌",1
"newsletter",1
"subscribing",1
"💡",1
"📑signupemanetsignup…",1
"limitations",1
"decoupling",1
"disconnect",1
"imperatives",1
"int’l",1
"ksheives",1
"thrilled",1
"walteriley",1
"🇹🇼roundtable",1
"👩🏻‍💼",1
"aside",1
"diversity",1
"fascinating",1
"itll",1
"shapes",1
"unitypolitics",1
"agents",1
"assigned",1
"cohort",1
"swearing",1
"candid",1
"evolution",1
"hearts",1
"newstvbscomtw",1
"stirring",1
"wenjes",1
"ftcomcontentbeac…",1
"target",1
"transitioning",1
"unfairly",1
"cbsnews",1
"foxnews",1
"nbcnews",1
"bluewhitecooperation",1
"bnnnetworkpoliticstheblu…",1
"choreography",1
"cooperation’",1
"crosspartyalliance",1
"politicalchoreography",1
"politicalparties",1
"‘bluewhite",1
"chineseinvestigation",1
"corporatecompliance",1
"foxconnprobe",1
"thehawkinpostschinakicks…",1
"chinainterference",1
"multifaceted",1
"posturing",1
"warn",1
"challenges💬",1
"diverse",1
"fortify",1
"manipulations",1
"🇹🇼⚠️🗳️",1
"guo’s",1
"symbolic",1
"terryguo",1
"郭台銘",1
"foxnewscomworldtrumplike…",1
"liberallane",1
"pledges",1
"registering",1
"actress",1
"bell",1
"emmys",1
"equivalent",1
"golden",1
"makers”",1
"nod",1
"peihsia",1
"“wave",1
"bnnnetworkpoliticsfoxconn…",1
"dailynews",1
"iphones",1
"newsupdate",1
"bolsters",1
"entering",1
"tes",1
"apple",1
"criticizes",1
"intrigue",1
"prevents",1
"suppliers",1
"ukraine️",1
"enters",1
"foxconns",1
"announces",1
"indiatvnewscomnewsworldt…",1
"bnnnetworkbreakingnewsfo…",1
"ferme",1
"lnbenode",1
"réponse",1
"visite",1
"«la",1
"étatsunis»",1
"annkao",1
"gohóngān",1
"hsinchumayor",1
"indicted",1
"kaohungan",1
"新竹",1
"新竹市市長",1
"高虹安",1
"braces",1
"maneuvering",1
"steadfasttaiwan",1
"decodes",1
"defenceminindia",1
"ming",1
"shen",1
"shih",1
"usiofindia",1
"youtubecomliveocioawzvpdo…",1
"miaoli",1
"twnewsyahoocomebe…",1
"徐耀昌喊「下架國民黨」挺郭台銘選總統",1
"藍考紀會發聲：月開會論處",1
"abounds",1
"influenced",1
"intentions",1
"attempted",1
"💼",1
"grey",1
"rhino",1
"usvisit",1
"bevvo",1
"drawing",1
"drills",1
"opposite",1
"segment",1
"youtubecomwatchvmcephq…",1
"“wan",1
"absent",1
"antidpp",1
"bitlylqcj",1
"greater",1
"hypes",1
"independenceleaning",1
"stays",1
"subtle’",1
"billboard",1
"camapaignstrategy",1
"egg",1
"mcdonalds",1
"mcmuffin",1
"shuhuas",1
"為您再戰",1
"許淑華",1
"china»",1
"«taiwans",1
"filed",1
"libel",1
"preschoolers",1
"sedation",1
"enodoeconomics",1
"dwcomentaiwanschoicechi…",1
"facebookcomwatchv…",1
"flame",1
"presidents",1
"pune’s",1
"siddhantvm",1
"southeast",1
"handpicking",1
"primary",1
"strongest",1
"netherlands🇳🇱",1
"🤝🌏",1
"peterkreko",1
"remark",1
"yujenkuo",1
"eurasia",1
"eurasiaprospectivenet…",1
"florentparmenti",1
"geopolitique",1
"gravereau",1
"interviewé",1
"jacques",1
"prospective",1
"récentes",1
"sciencespo",1
"sujet",1
"blessed",1
"mahalo",1
"repadrianktam",1
"supportive",1
"taiwanhawaii",1
"budapest",1
"inpact",1
"kuo",1
"meluzinova",1
"apnewscomarticlechinaphi…",1
"blasts",1
"philippinesnews",1
"eroding",1
"habitual",1
"mrbcyber",1
"offender",1
"shouldnt",1
"socalled",1
"treaties",1
"assistance",1
"counterbalance",1
"possess",1
"tinyurlcomhpskm",1
"elige",1
"youtubeprtprtqysitmx…",1
"deviation",1
"ejaznewscomchinawarnsphi…",1
"jr’s",1
"marcos",1
"neutrality",1
"strict",1
"gone",1
"leader ",1
"jojjeols",1
"ccpchinas",1
"confront",1
"essence",1
"stark",1
"censored",1
"minimal",1
"prevailed",1
"xitlers",1
"annexing",1
"techniques",1
"coercionssolomonyue",1
"defiant",1
"goons",1
"slap",1
"comraderalph",1
"eagerly",1
"genuine",1
"praised",1
"reaffirmed",1
"stvincentandthegrenadines🇻🇨",1
"advisorpedia",1
"advisorpediacommarketstai…",1
"🇨🇳🖕🏿",1
"aukus",1
"captured",1
"corrupt",1
"disown",1
"elites",1
"forcing",1
"hellbent",1
"latinamerica",1
"resource",1
"wealthy",1
"exaggerating",1
"linkmediumcomgckuexutogb",1
"method",1
"line”",1
"shouting",1
"“bottom",1
"❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
"dominotheorycomhowthe…",1
"familiar",1
"paradox",1
"shining",1
"agro",1
"baba",1
"belt’",1
"canal",1
"disruption",1
"downbeat",1
"emergingmarketskepticsubsta…",1
"frontiermarkets",1
"goodbye",1
"grin",1
"hdb",1
"mlco",1
"panama",1
"stockpicks",1
"thch",1
"travel",1
"tsem",1
"vale",1
"vlrs",1
"wit",1
"‘conveyor",1
"authored",1
"centers",1
"centrifugal",1
"harsh",1
"pant",1
"oneを使用して中継にあたりました。",1
"台湾総統選と立法委員選が先週の土曜日に行われました。この重要な選挙結果をいち早く放送する為、地元テレビ局はセット以上のtvu",1
"one을",1
"tvu",1
"과정",1
"대",1
"대만",1
"데",1
"방송국들은",1
"배치하여",1
"생중계하는",1
"선거",1
"선거가",1
"실시되었습니다",1
"안정적이고",1
"역할을",1
"원활하게",1
"위해",1
"이",1
"이벤트를",1
"이상의",1
"입법위원",1
"전체를",1
"지난",1
"지역",1
"총통선거와",1
"토요일",1
"했습니다",1
"newsdrumininternationalwh…",1
"insiders",1
"lifflinemewax…",1
"linetoday",1
"outsiders",1
"today看世界",1
"adjunct",1
"elizabethlarus",1
"gain",1
"valuable",1
"wionews",1
"youtubecomwatchvvrhluwo…",1
"chinataiwanwar",1
"chiwan",1
"taiwannews",1
"worldatwar",1
"opium",1
"stole",1
"youtubemsobvvmsiwlp…",1
"ablueview",1
"complicated",1
"taiwanindependance",1
"thinking",1
"trudeau",1
"aproximado",1
"entender",1
"mejor",1
"youtubecomwatchvvjmbqd…",1
"nowinuk",1
"nowinukcomchinassternwar…",1
"“reunification”",1
"concerted",1
"follows",1
"kenya",1
"missions",1
"onechiina",1
"reiterate",1
"🤝taiwan",1
"concours",1
"défend",1
"gagne",1
"lautonomie",1
"obtenu",1
"rapport",1
"initiates",1
"monday’s",1
"proseparatist",1
"williamlais",1
"📲",1
"invitation",1
"meluzínová",1
"participating",1
"registration",1
"tomorrow‘s",1
"minutemirrorcompktaiwane…",1
"minutemirrorpk",1
"rhe",1
"ripple",1
"superpowersexamining",1
"delhiairport",1
"fog",1
"iceland",1
"newsreel",1
"opensubstackcompubindiej…",1
"rules",1
"sjaishankar",1
"stories",1
"aggressions",1
"burma",1
"disturbances",1
"hostilities",1
"contexts",1
"democratizing",1
"pointing",1
"resilient",1
"learned",1
"conclusion",1
"dennis",1
"honor",1
"lei",1
"moines",1
"took",1
"zach",1
"youtubektzbdmgfefeature…",1
"benhardyc",1
"disponible",1
"ici⤵️",1
"lendemain",1
"🇹🇼entrevue",1
"amendable",1
"kingmaker",1
"happyfounders",1
"joinuseveryotherweek🔁lawstudentsrangegirls",1
"martinlutherkingday",1
"mlkday",1
"nba  ",1
"financialexpres",1
"ecuador",1
"hearing",1
"overthehedgesubstackcomp…",1
"bjp",1
"loksabhaelection",1
"makeorbreak",1
"mareike",1
"modipm",1
"theviyug",1
"warmboldt",1
"world”",1
"wpmepbjqioee",1
"writer",1
"“elections",1
"emphasize",1
"lithuania",1
"lrseimas",1
"lrtenglish",1
"lrtltnaujienospasaulyje…",1
"october",1
"zygispavilionis",1
"ablinken",1
"ambnong",1
"imtiazgul",1
"matrixmagcomtaiwanelectio…",1
"sameenadurrani",1
"beijingwarning",1
"extending",1
"thebluetruth",1
"bbgvisualdata",1
"cneas",1
"jindaluniversity",1
"manojkupani",1
"theprintindia",1
"theprintinworldproindepe…",1
"‘s",1
"crosses",1
"taiw",1
"noahnewscomgbennews…",1
"renews",1
"rocksolid",1
"ustaiwanrelations",1
"losing",1
"accelerate",1
"financialmirror",1
"financialmirrorcom…",1
"asianikkeicompoliticsint…",1
"diplomáticas",1
"ellos",1
"info",1
"librepensadores",1
"lla",1
"oficialmente",1
"quedan",1
"reconocen",1
"relevante",1
"rompió",1
"siendo",1
"biên",1
"biết",1
"biển",1
"báo",1
"chú",1
"chịch",1
"doanh",1
"dàng",1
"dễ",1
"giao",1
"giúp",1
"giới",1
"hưng",1
"hướng",1
"khách",1
"nguyenphutrong",1
"nhân",1
"này",1
"phương",1
"quảng",1
"số",1
"thích",1
"thông",1
"thị",1
"tây",1
"tại",1
"việt",1
"xác",1
"đa",1
"đang",1
"điều",1
"đâu",1
"đô",1
"đông",1
"đều",1
"định",1
"ở",1
"communiqué",1
"confirmé",1
"conserver",1
"destin",1
"entière",1
"faille",1
"l’attachement",1
"maîtrise",1
"pleine",1
"sans",1
"système",1
"volonté",1
"⤵️mon",1
"ippgatuts",1
"local”",1
"tickernewscowhatsnextfor…",1
"utsengage",1
"direct",1
"hindustantimescomworldnew…",1
"suppression",1
"amicizia",1
"dopo",1
"italymfa",1
"rapporto",1
